ID,txt,Label
68,"Featuring a fascinating performance by Will Smith and a story that tugs at your heartstrings harder than a rock guitarist mid-solo, ""Seven Pounds"" races past the director's previous collaboration with the actor (The Pursuit of Happiness), a flick which I also loved. Remember Gabriele Muccino's name because some of his movies may skip by unnoticed if the actor attached to the project isn't quite so high-profile. <br /><br />Too bad I figured out Will Smith's scheme early on, I put two and two together when he calls in his own suicide in the first scene and the scene when Rosario Dawson's character is introduced as having an incurable heart-disease.<br /><br />However, I still think the writer/director made the right choice putting the bookends (bookends are the first and the last scene) in that way, it's the source of urgency and tension in the movie, finding out gradually how exactly a man can be driven to that ultimate sacrifice, and it was heartbreaking to see the relationship between Smith's and Dawson's character flourish and develop, knowing in the back of the mind always what was in store for these unlucky two.<br /><br />One of my friends with whom I saw the movie thought Smith's character could have a divine gift, and I understand why: his performance is almost angelic when in the presence of his seven elected ones, yet at other times he could be harsh and scary, and when he's alone the full weight of his situation got too much for him and he breaks down completely. It's quite a versatile performance.<br /><br />Lastly I can't forget to mention the crash scene re-enactment, which was really quite stunningly done in terms of cinematography paired with music. Put this on your list.",1
69,"""You're not going to shoot those little creatures. In the first place, they haven't done you any harm. In the second place, they may be radioactive."" Ah, the joys of no-budget 50s sci-fi Yet despite the odd gem like that, Superman and the Mole-Men is pretty uninspiring going even with a lean 58-minute running time. It's beyond cheap (the one shot of Superman flying is an incredibly inept few frames of animation) and pretty dull with it, though it has a surprisingly altruistic message  the mute Mole-Men, diminutive actors with enlarged skulls and fur coats who look more like Mr Mxyzptlk without the hat than subterranean critters, released from their underground world by oil drilling are not malicious, merely misunderstood, and George Reeves' Man of Steel tries to prevent the local small-town mob led by Jeff Corey from killing them. An interesting counterpoint to the paranoia of the day, perhaps, but with little more than good intentions to recommend it.",0
70,"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals. Whatever the case, I'm sure I loved it. From the wonderfully twisted, lurid, intertwining stories, to the deliciously sinister performances from Robert Stack and Dorothy Malone, to the vivid, gaudy colour with which it's all captured, this is high-class trash and it's great fun. Not to mention the amusingly sly and thinly veiled sexual subtexts which permeate the entire film, always threatening to escape from the image into the dialogue but never doing so. I'd be lying if I said that the film's sheer entertainment value didn't contribute to my love for it, but there's some sort of bizarre artistry behind the unintentional (or was it?) comedy and I really, really dug that. I could really get into this melodrama stuff.",1
71,"I have passed several times on watching this since I figured it was some dumb, sappy, dated romantic comedy. Well, it is a romantic comedy, and maybe a little dated. However, it is not overly sentimental, touching as it does on themes of office politics, adultery, and loneliness. You think you know exactly where things are headed, but there is an element of unpredictability that keeps your interest, and not everything turns out quite as you had expected. But, there is enough wit and charm to touch the most inveterate cynic. If you meet someone who doesn't like this movie, seriously consider how well you want to know them.",1
72,"Historical drama and coming of age story involving free people of color in pre civil war New Orleans. Starts off slow but picks up steam once you have learned about the main characters and the real action can begin. This is not just a story about the exploitation of black women, because these were free people. They may not have had all the rights of whites but they certainly had more control over their destinies than their slave ancestors. The young men and women in this story must each make their own choice about how to live their lives, whether to give into the depravity of the system or live with optimism and contribute to their community. I enjoyed all of the characters but my favorites were Christophe, Anna Bella, and Marcel.",1
73,"If you're a a fan of either or both Chuck Norris & Judson Mills then this is the movie to see.It has a lot of adventure in it.It is a great follow up to President's Man.The chemistry between the main three stars(Chuck Norris,Judson Mills,Jennifer Tung)is incredible.My personal opinion.This movie along with the original,has turned out so well,that the networks should consider turning it into a regular series.If you've seen President's Man,i recommend this movie for you.If you've seen President's Man:A Line In The Sand but you haven't seen President's Man,then let me suggest that you do.You will not be disappointed with either one.",1
74,"To all the miserable people who have done everything from complain about the dialogue, the budget, the this and the that....who wants to hear it? IF you missed the point of this beyond-beautiful movie, that's your loss. The rest of us who deeply love this movie do not care what you think. I am a thirthysomething guy who has seen thousands of movies in my life, and this one stands in its own entity, in my book. It was not supposed to be a documentary, or a completely factual account of what happened that night. It is the most amazing love story ever attempted. I know that it is the cynical 90's and the millennium has everyone in a tizzy, but come on. Someone on this comments board complained that it made too much money! How lame is that? It made bundles of money in every civilized country on the planet, and is the top grossing film in the planet. I will gladly side with the majority this time around. Okay, cynics, time to crawl back under your rock, I am done.",1
75,"Having watched this after receiving the DVD for Christmas 2005, I came here to pan it -- but after reading the other comments, I haven't the heart. Clearly this is a film that has worked very well for children of a certain age. Well, let me not be a complete Grinch; it might still work for some children -- if they are not too media-saturated and have not become visually over-sophisticated, e.g. from watching all of LOTR and Harry Potter. But if you are an adult, stay miles away; you will not enjoy it.<br /><br />The good bits: Barbara Kellerman as the Witch, especially in her early scenes with Edmund, creates just the right blend of charismatic evil and restrained madness. (At the Stone Table she goes a bit over the top.) Michael Aldridge in the minor role of the Professor and Jeffrey S. Perry as Mr. Tumnus also have the kind of polished, skillful acting we'd expect from the very best BBC dramas. And the Aslan costume works very well, amazingly well considering. They got the eyes just right.<br /><br />The bad bits: almost everything else, but two areas in particular. One, the casting. England is crammed with good actors and contains tens of thousands of attractive British school kids. How could they possibly have ended up with these four stiffs? They move like wooden soldiers and speak about as well. Peter has no gravitas or charisma (and is visibly shorter than his supposedly younger siblings); Edmund is just whiny; and Lucy... Sophie Wilcox as Lucy is so dramatically, visibly, drastically wrong for this part that I can't imagine how she got the job.<br /><br />Two, the animal costumes. Again, it appears that they worked for some kids. If the kids are still at a level where Big Bird and Elmo are exciting, believable characters, they might be entranced by this film. But to a viewer with the sophistication of, say, a 12-year-old who's seen Prisoner Of Azkaban? When Mister Beaver comes out from behind that tree, there will be hoots of cruel, derisive laughter. The costumes just do not work -- I could not, and I think any adult or modern teen could not, suspend disbelief when looking at Mister Beaver. The drawn animation later (gryphons, etc.) works better, is easier to take.<br /><br />So: ten stars for the very young and tender of soul; everyone else read, or re-read the book and watch the far better film that unrolls in your imagination.",0
76,"I've seen this film more than once now, and there's always someone complaining about the ""obvious construction"" of the plot afterwards. But then - this is part of Petzold's game: he plays along with the rules of genre.<br /><br />It's very nice, how the highly improbable story of how the two girls (Timoteo/Hummer) meet, is again mirrored in another, even more improbable story, that the girls make up for a casting. This film is a journey between fact and fiction, it's more about potentials, things that might have happened in the past or might be happening in the future, than it is about actual ongoings. It's a reverie, sorts of - so apt enough there are a lot of motives, Freud might have found interesting for his dream analysis, like all the ""doppelganger""-constellations. <br /><br />Also, I think, ""Gespenster"" might be interesting to be watched in comparison to current Asian cinema of the uncanny: Petzold's everyday urban architecture also feels haunted in an unobtrusive, strangely familiar way. This film is not about the obvious. To describe it as the story of two girls who meet and eventually become friends and lovers, or as the story of an orphaned mother, who searches Europe for her lost daughter, clearly doesn't say much about the nature of ""Gespenster"" at all.",1
77,"Just a comment on New Orleans accents...<br /><br />An earlier reviewer noted the following: ""This film, could have been shot in New York, or another Northern big city because it presents us with characters that speak more like ""broklynese"" than maybe a Southern accent one might hear in that part of the country."" There was also another comment along these lines from an English reviewer.<br /><br />Many people in New Orleans do, in fact, sound ""broklynese"". I have never found out why. (It's mentioned in ""A Confederacy of Dunces"" by John Kennedy Toole.) I always appreciate movies taking place in New Orleans that include this detail, as this one did. Too often it's just the Hollywood version of the standard Southern accent.",1
78,"Before this made for TV movie began, I had relatively low expectations. That's because it was made after the final episode of the series had aired and many of the series originals were gone. There is no President Sheridan, Delenn, Lennier, Londo, Vir, G'kar or Lyta. If you remember, on the second to last episode of the series, all the regulars except Zack, Vir and Captain Lockley left B-5 permanently. Now for this film they did bring back Garibaldi (who was not in the last B-5 movie) to join Zack and the Captain and the Doctor makes a brief and irrelevant appearance. But because so much is gone of the old chemistry, this film already is severely handicapped.<br /><br />The movie is about a Soul Hunter (Martin Sheen) who is led to Babylon 5 in search of a globe filled with souls that had been stolen from a hidden repository by an archaeologist (Ian McShane). A lot of spooky mumbo-jumbo stuff occurs but frankly it was all pretty silly and pointless. Yeah, yeah, the station nearly blew up but was saved and all, but frankly I felt like it was a case of ""been there done that--and done that a lot better in the past"".<br /><br />The secondary plot, provided more for comic relief, was much more interesting, as an entrepreneur installed a holo-brothel and those in command weren't sure what to do about it and when they tried to pressure them to close, they were slapped with a lawsuit. This was fluff, but it did provide a few laughs--something the other dreary plot was surely lacking.<br /><br />By the way, Sheen at first did a good job playing the Should Hunter--with his wild eyes and bizarre delivery. However, repeatedly throughout the episode he fell out of character. This should have been spotted and corrected.<br /><br />So the final verdict is this is only for total die-hard B-5 nuts (like myself). Others seeing it might assume the series sucked--which is a great injustice. This is a great example of a show not knowing when to quit.",0
79,"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",0
80,"This movie is pure guano. Mom always said if you can't say anything nice... but even Mom would say I had to do my part to warn others of this movie.<br /><br />I can guarantee this is the film that Geoffrey Rush wishes would just go away. I would hope that Greg Kinnear fired his agent..from a cannon for giving him the script. After this Ben Stiller is probably praying for someone to pitch ""There's Still Something About Mary."" I have always been a fan of Wes Studi's, thank whatever you hold holy that he wore a mask through the film so maybe people won't identify the film with him.<br /><br />It starts of promisingly with a stylistic spoof of the cinematography of the Batman films and then just loses something...like a coherent plot and half decent effects.<br /><br />The jokes are telegraphed an hour before the punchline comes, and even then they fall flat. If you want to see an effective spoof of the comic book world see ""Chasing Amy"".<br /><br />RUN! DON'T WALK AWAY FROM ""MYSTERY MEN""!",0
81,"The Poverty Row horror pictures of the 1930s and '40s depress the hell out of me. God knows I have nothing against low-budget films, but the ones produced in that period have such a dreary, shabby look about them--and, in the final analysis, just aren't very good. ""The Corpse Vanishes"" is slightly more entertaining than bottom-of-the-barrel dreck like ""The Invisible Ghost"" and ""The Ape Man"", but it's no classic. Bela Lugosi, long past his ""Dracula"" heyday, plays yet another mad doctor; the unbearable Elizabeth Russell plays his wife. They sleep in coffins because, as Lugosi explains to a doubtful young female reporter (Luana Walters), a coffin is much more comfortable than a bed. Ho hum. Angelo Rossitto and Minerva Urecal are also on hand, which might please hardcore fans of '30s and '40s films.",0
82,"Barbra Streisand's first television special was simply fantastic! From her skit as a child to her medley of songs in a high-fashion department store -- everything was top-notch! It was easy to understand how this special received awards.<br /><br />Not muddled down by guest appearances, the focus remained on Barbra thoughout the entire production.",1
83,"May contain minor spoilers.<br /><br />Dressed to Kill, having just seen it for the first time the other day, is a movie with some terrific sequences, some decent performances, and a nice, though obvious Hitchcock ripoff, plot twist at the end. It's just too bad certain things, quite obvious, prevent it from being a classic.<br /><br />Dressed to Kill deals with a mystery of a killer who has slain at least two women (could have been more but the movie never tells us), and the search for the killer by three people: a brainy kid whose mom was a victim, a lively hooker whose the only one who can identify the killer, and a psychiatrist whose patient was the slained brainy kid's mother. There are a host of well done performances including Nancy Allen as the hooker Liz, Angie Dickenson as the sexually frustrated victim Kate Miller, and Micheal Caine as Doctor Rober Elliot whose has more hidden than meets the eye; though by no standard is anyone really outstanding. On the other hand Denis Franz, later to be a great character along the same lines on the hit show NYPD Blue, is embarrassing as an over-exaggerated, ruthless, hateful detective, though he takes little screen time so it doesn't hurt the movie that much. Keith Gordon, the brain child, is decent, but is almost too smart to really be believable.<br /><br />What sticks with me the most in the film are the tense sequences. The scene with the sexually frustrated mother at the museum is gripping and well done, as is the later sequence leading to her untimely death. I also love the sequence at the doctor's office, that reveals the identity of the killer, which really makes the whole film come together at once. And there's a split screen scene that I thought was almost classic. Still there's another situation when Liz is on a train, running from what may be the killer, that gets taken in directions it should never had with almost embarrassing racial stereotypes. As a thriller it's tense and quite often believable. As a crime drama it often falters, especially with the incomplete, ridiculous explanation of everything that happened in the end. There's also a needless, and way too long, dream sequence at the end, in which they had the audacity to shoot someone's foot for what seemed minutes at a time. This was an up and down experience; one scene would catch me by the heart and mind with enticement, and the next would make me squirm and ask why. At more than 100 minutes this could have been under 90 and been a better film.<br /><br />Scary movie fans should like this. It still stands as a better film than most of today's slasher flicks. Maybe it was a better film in it's time, but having just seen it recently I can say I enjoy it, and it is worth watching for my three favorite scenes alone.",1
84,"With part reconstruction and part direct shooting, the directors made a formidably limpid documentary on a coup d'état against President Chavez in Venezuela, organized by a foreign secret service and fully supported by the wealthy Venezuelan minority, the political opposition, the Church (a cynical laughing cardinal) and the US government. It was another chapter in the history of US foreign policy, which Steven Kinzer calls 'Overthrow' or 'sowing democracy American style'. In fact, this foreign backed intervention was not only a coup d'état against President Chavez, but also against the democratic majority which elected him. <br /><br />That this is a brilliant documentary is mightily confirmed by the violent reactions for and against it on Internet. As Saint Augustine said: 'Men love truth when it bathes them in its light; they hate it when it proves them wrong.'<br /><br />This movie is a must see for all those who want to understand the world we live in.",1
85,"I watched this show and i simply didn't find it funny at all. It might have been the first episode. Lately i realize ABC is playing a lot of stupid shows nowadays and is going down as a station. All the characters on this show are pretty bad actors, but even if they were good the jokes and script are pretty horrible and would still bring the show down. I would say that I believe this show will be cancelled, but seeing as how ABC is doing pretty horrible for quality of shows they are playing, they might just keep this one simply because it's average compared to them.",0
86,"Let me start by stating that I usually do like Renny Harlin's directing style, for the most part, and that the cinematographer should be commended for some the shots. Unlike Harlin's ""Elm Street 4"", and ""Die Hard 2"" which I really liked, there is something that is missing from this movie. That, my friends, is a script. The dialogue in movies like this is always pretty awful, but this one takes the gold medal for stupidity. There are so many awful lines in this movie, I don't even want to have to remember any of them. Not just that but the execution of the lines is pathetic and seems more suited toward a bad porn movie than an action adventure. It's almost like Harlin thought that if they slowed down the words being said, they could improve the script. Wrong again.<br /><br />The sad part is that there is some talented actors thrown into bad roles with worse dialogue. Stallone has never been a favorite of mine, but when he is acting circles around Lithgow, Turner, and the worst of the bunch Rooker, there is something wrong with this picture. Lithgow played one of the best villains in ""Ricochet"", yet comes across as someone who can't act to save his life here. How is that possible? I've always been a huge fan of his and he gets schooled in acting by Stallone, who himself still phoned-in his performance. Turner's part is so small and pointless, but she still manages to appear lost on screen. Michael Rooker CAN act. I know this because I have witnessed it in ""Days of Thunder"", but he seems like he is READING his lines from cue cards. Has it come to this? When Rooker and Lithgow have scenes together where they are speaking, I just wanted the movie to end right there, or have them both amazingly find their acting ability. Unfortunately, neither of those things occurred.<br /><br />Which brings me back to Harlin, who can be the only one to really blame for this mess other than the screenwriters. It's his fault that I was never drawn into this movie at all, because he should have made the people actually act. The script is not very good, but still the actors' performances are what destroys this movie and that has to lie with the director. I don't care how much was paid for the special effects, which for the most part are good, you still can't just sacrifice the movie with terrible acting. <br /><br />Plus, the pacing of this movie seems to be off. The opening sequence was good and the plane scene was very well done, but how are you supposed to care about the outcome of the heist at all. I mean I understand that they were trying to create tension with all of the bells and whistles of the plane scene, but I really didn't care if they got the money or not in that scene. If the bad guy's would have won early, maybe I wouldn't have had to witness one of the worst movies ever!",0
87,"I saw that when I was little and it was excellent. Kelsey White as Lisa and the Meecy Mices where cute. Susan Bonde as Doodle and Sandra Dee Heidecke as Snoodle where Hilarius. Karen Boettcher-Tate as Profster was interesting. Burl Ross as Little Bunny Foo Foo was funny. Gregory Donavon as Kaiso was brilliant. Whats Hilarius that Snoodle and Doodle eat too much candy. Whats sad that Little Bunny Foo Foo that bops the Meecy Mices on the head then by a fairy will give Little Bunny Foo Foo few wishes then he turns into goon. This story is about when Lisa, Snoodle, Doodle go to the Big Rock Candy Mountains. This show is excellent the kids will like this show, new words, songs, and watching them playing.",1
88,"It's a funny business, reviewing movies. These days when ""internalized emotions"" and ""emotional detachment"" are favored over straightforward sentimentality, it must be hard to stay faithful to your true feelings.<br /><br />Soon after completing jury duties at the 58th Berlinale, I managed to catch Yoji Yamada's Kabei.<br /><br />After the screening, I watched folks dreamily amble out of the theatre hall, watery-eyed, men, women, and reviewers alike. Even the director of the Berlinale, obviously a hardened viewer of cinema, confessed to having been caught unawares and found himself crying three quarter's way into this unashamedly sentimental experience.<br /><br />But what really surprised me were the reviews that came after. Despite being ineffably moved by the film, many reviewers chose to be tepid and emotionally non-committal in their writing. Apparently, post weeping, they had put on their ""thinking cap"", and consequently, missed out on what I felt was the genius about Kabei.<br /><br />Allow me to explain.<br /><br />Set in pre-war Japan, the story of Kabei revolves around one writer's family, and their fate therein, after he is held in jail for what was described as ""thought crimes"" against the Imperial will. Through a series of protracted emotional scenes, Yamada gets us familiar with the man, his loyal wife and two daughters, as well as three side charactersthe man's pretty young sister, a bumbling ex-student, and a cad of an uncle  all come to help the family cope with their plight, in the absence of the man of the house.<br /><br />The story moves along at a slow albeit steady pace, and heartbreaks occur at precisely the moments everyone is able to predict. This of course makes it near impossible for anyone in the audience to get too emotionally distraught by any dramatic event.<br /><br />In other words, although you learn to love the family and their helpers, and sympathize with their unfortunate situation, you get so lulled by the certainty of the plot that you find yourself expecting a particular kind of ending.<br /><br />However, two hours into the film (don't worry, Yamada provides the viewer with sufficient moments of gravity and levity to tide you along), he slaps you with what I can only describe as ""the sting"". All that you have assumed to be what the story was aboutan innocent man wrenched from his faithful wife and daughters  now suddenly points to one of the family helpers. Someone you have hitherto taken for granted is now thrown into an unexpected twist of fate.<br /><br />At this point, something curious happened in the theatre I was in. Everyone started sobbing with little or no inhibition.<br /><br />""My word!"" I muttered under my breath. It struck me then that ""Kabei"", in the final analysis, was more than a film about a family torn apart by an empire on the verge of war. It was, in fact, a cunning examination of one common human foible: How little we cared about the secret feelings of people who are closest to us.<br /><br />Now, the most common criticism made about the film was that it was technically solid, but lacked innovation. That's what happens when reviewers put on their proverbial thinking cap, I guess. With Kabei, I believe Yoji Yamada knew exactly what trick he was going to employ to touch on one unique aspect of humanity. A wicked old trick he so seamlessly applied in the Tora-san series, and later, in Tasogare Sebei.<br /><br />After lulling the audience into a sort of narrative comfort zone, he throws us into a realm of emotions rarely explored in cinema.<br /><br />This, to me, is the most effective cinematic tool of all. One which avoids detection, but affects you deeply. And proof of its effectiveness was a thousand wet pieces of Kleenex, thrown into a litter bin just outside of that thousand-seater cinema hall.<br /><br />Now if only some reviewers would resist being so caught up with being smart that they forget what cinema is really about. Human emotions. Pure and simple.",1
89,"An anthology is always risky business and I think this endeavor should be praised. There's a lot of talent involved here. A great many talented actors, directors and writers. Unfortunately, I couldn't really enjoy this movie based on three issues I had.<br /><br />First of all, the segments vary incredibly in tone and quality. And unfortunately some of them clash with the others. <br /><br />Secondly, several segments feel underdeveloped to me. Like seeds of good stories that never come to fruition. I'm not talking about happy endings here (or even an ending period) but rather, they lack even basic development or even solid setups that draw you in. <br /><br />Last but not least, I did not feel New-York and its inhabitants were properly portrayed.<br /><br />What you're left with is high-brow short films that may still be of interest to some but will leave the average viewer unsatisfied.",0
90,"Forget Neo and Bourne and all those half-baked made up modern heroes. They only look 12 year-oldish to please the wide audience of geeks that want to be their heroes. Since they cannot be Rambo or McClane or even Indiana Jones, Hollywood allowed a bunch of fakes that have no beard and yet fulfill teenagers wishes to see something that looks very much like an action flick.<br /><br />However, their "" action set-pieces "" are just painful to watch and any girl may challenge their masculinity without question. This explains the recrudescence of oldies on our silver screens over the past few years. For better ( Rocky, Rambo ) or worse ( Die Hard 4 - where John McClane, brace yourselves.... had no beard !! )<br /><br />I say it is high-time a new hero walked up and put their reign to an end. This "" Largo Winch "" movie is far from perfect, and perhaps too predictable at times, but at least Tomer Sisley delivered a very promising performance as an action-hero. And the only one time where he was weakened is when Mélanie Thierry shaved his beard ! I rest my case.<br /><br />I didn't know it when I entered the theater room, but this might be the movie I've been waiting for a decade. For the first time in France since Belmondo, can a movie be both well- crafted and rooted in B-genre without blushing over its performance. In the meantime all we had to chew on was either a gigantic pile of dung or something too restricted to reach a wider audience... In other words it was "" Le Pacte des Loups "" or "" Dobermann "" ( I like Dobermann, mind you )... I believe "" Largo Winch "" has what it takes to be both popular and quality film-making.<br /><br />I exited the theater room very pleased, and hungry for more.",1
91,"Well, what can it be said about this disaster? I watched it because it aired on cable. I regret for wasting my time but at least I didn't waste money. <br /><br />The creature is the cheesiest you can get! Please, you need to be very generous not to get angered by the CHEAP Halloween costume. Oh well, there are also displays of horrible acting, f/x, and dialogues. The confrontation with the creature is unbelievable, you can't get a more pathetic scene. <br /><br />This is the worst you can get from direct to video flicks. ""Creature Unknown"" makes FULL MOON PICTURES movies look like ""Halloween"". <br /><br />Avoid this one at all costs, please. The only ""positive"" thing about this trash are the sexy women.",0
92,"This movie took the Jerry Springer approach to super-human power. ""Wilder Napalm"" is the kind of theme-based movie that I love, addressing the idea that prodigies in America are defined either by their gifts or by attempts to hide them. At the same time, the movie points out that every prodigy is only human, and no more to be feared or worshipped than any other human being. This was a great comedy, fun and human with that slight satiric edge.",1
93,"I cannot believe how bad this piece of garbage is! I want my $3.99 back! Words defy description of this poorly made piece of crap! The dubbing in no way shape or form aligns with the actor's mouths. The movie looks like it was filmed with a 1970's vintage camcorder. I have shot better movies with my cell phone camera. The gore is laughable due to the silly unbelievable plot. The acting is what one would expect if you called all your friends over on a Saturday afternoon and proceeded to get completely ripped, then tried to put on a play in your garage. Don't get me wrong...I wasn't expecting O'Neil and I love Zombie movies, but the production values are so low in this film as to make it unwatchable. Avoid!",0
94,"I'm glad I rented this movie for one reason: its shortcomings made me want to read Allende's book and get the full story. <br /><br />Pros: the movie is beautiful, the period is depicted well and consistently (to the best of my knowledge), and Meryl and Glenn do good jobs.<br /><br />Cons: This is the worst acting job I've ever seen from Jeremy Irons--I kept wondering if something was wrong with his mouth. (And I hate the terribly English way he says ""Transito."") Winona Ryder does nothing believable except look young and idealistic. Most of the other performances are OK, but so few things hang together in the character arcs and the relationship development that I was frustrated and angry well before the end. <br /><br />I'm very curious now whether this movie is typical of Bille August's work. I may have to drop another couple of bucks to rent Smilla's Sense of Snow.",0
95,"The Ring was made from the only screenplay Hitchcock wrote himself and it deals, as many of his earliest pictures do, with a love triangle. At first glance, it looks like a more cynical update of the infidelity-themed morality comedies of Cecil B. De Mille, but more than that it is the first really competent Hitchcock picture. Even if he was not yet using the ideas and motifs of suspenseful thrillers, he was at least developing the tools with which to create suspense.<br /><br />As well as being a student of the German Expressionist style, the rhythmic editing style of Sergei Eisenstein had had its impact upon Hitchcock. But here he keeps tempo not just with the edits but with the content of the imagery. This is apparent from the opening shots, where spinning fairground rides brilliantly establish a smooth tempo. And like Eisenstein, the editing style seems to suggest sound  for example when a split-second shot of the bell being rung is flashed in, we almost subconsciously hear the sound because the image is so jarring.<br /><br />There is also a contrast, particularly with silent films from the US, in that The Ring is not cluttered up with too many title cards. As much as possible is conveyed by imagery, and Hitch has enough faith in the audience to either lip-read or at least infer the meaning of the bulk of the characters' speech. And it's not done by contrived symbolism or overacting, it's all done by getting the right angles and the right timing, particularly with point-of-view shots, as well as some strong yet subtle performances. There are unfortunately a few too many obvious expressionist devices (particularly double exposures), many of which were unnecessary, but there is far less of this than there is in The Lodger.<br /><br />Let's make a few honourable mentions for the aforementioned actors. First up, the stunningly handsome and very talented Carl Brisson in the lead role. In spite of his talent I was at first a bit confused as to why he got the role, as to be honest he looks more like a ballet dancer than a pugilist! But that just goes to show how much I know, as it turns out Brisson was in fact a former professional boxer and inexperienced in acting. Playing his rival is the competent Ian Hunter, who would go on to have a lengthy career in supporting roles right up to the 60s. The most demanding role in The Ring has to be that given to Lillian Hall-Davis, torn between two lovers. She pulls it off very well however with an emotive, understated performance, and it's a shame her career never lasted in the sound era. And last but not least the great Gordon Harker provides some comic relief in what is probably his best ever role.<br /><br />The Ring's climactic fight scene is among the most impressive moments of silent-era Hitchcock. Martin Scorcese may have had his eye on The Ring when he directed the fight scenes in Raging Bull, as his watchword for these scenes was ""Stay inside the ring"". The fight in The Ring starts off with some fairly regular long shots, but when the action intensifies Hitchcock drops us right in the middle of it, with close-ups and point-of-view shots. Hitchcock's aim always seems to have been to involve his audience, and this was crucial in his later career where the secret of his success was often in immersing the viewer in the character's fear or paranoia.<br /><br />The Ring really deserves more recognition than the inferior but better known The Lodger. It's a much more polished and professional work than the earlier picture, and probably the best of all his silent features.",1
96,"Ever read Jim Thompson? He's hard-boiled noir with the most extreme fatalism and misanthropy I've ever encountered. There are rarely private detectives in his work - just losers, psychotics and small-time con artists. This film has Thompson nailed - ""If God made any real mistakes in this world, it was in giving us a will to live when we've got no excuse for it."" Every character in the film balances on a razor's edge between surreal and creepy realism. There's sleazy, conniving Uncle Bud, played by Bruce Dern and spookily well-intentioned Doc Goldman played by George Dickerson. Jason Patric gives a wonderful, often heart-wrenching performance as Kid Collins, a none-too-bright, shy ex-fighter who's more scared of himself than of anyone else. Rachel Ward is Fay, the sexy femme fatale who we can't quite figure out...It's not your standard film noir, nor is it intended to be. After Dark My Sweet, along with The Grifters, are two excellent adaptations of novels by one of my favorite writers, Jim Thompson.",1
97,"And I'll tell you why: whoever decided to edit this movie to make it suitable for television was very ill-advised. EVERYTHING CONCERNING DRUGS IS CUT OUT AND COVERED UP!!! How do they do it, you might ask? Well, they don't do it very well, that's for sure. Anyway, instead of the marijuana which Cheech and Chong are supposed to have in their possession, they are said to have diamonds! Still, the characters go around in a haze of marijuana smoke stoning others along their way with no explanation whatsoever!",1
98,"I remember Devil Dog playing on TBS almost 20 years ago, and my older sister and her friends watching it and laughing all the next day. It's not that bad for a made-for-TV horror movie, but it is derivative (mostly of The Exorcist) and businesslike, for lack of a better word. It won't blow you away with artful cinematography or great acting, but it's not a waste of time, either. It's the kind of movie you watch to kill a couple of hours when you aren't in the mood to think too hard.<br /><br />However, if you go into the movie looking for some laughs, you won't be disappointed. The early scenes, with Lucky the Devil Dog as a cute little puppy with Children of the Damned eyes are hilariously non-threatening, and the climactic blue-screen effects of a giant black dog (with horns!) are pretty side-splitting. And keep an eye out for the cloaked Satanist in Maverick shades toward the beginning.<br /><br />Not a great horror film by any stretch of the imagination, but I wish they still made stuff like this for TV.",0
